source,target,Weight,piece_count
"C:maj","C:7(#9)",2,1
"C:maj","D:1/1",2,2
"C:maj","D:maj/2",2,1
"C:maj","D:min(9)",2,1
"C:maj","Eb:7",2,1
"C:maj","F:maj(9)/5",2,1
"C:maj","G:1/1",2,1
"C:maj","G:9",2,1
"C:maj(11)","Bb:maj",2,1
"C:maj(11)","F:maj",2,1
"C:maj(9)","C:maj9(#11)",2,1
"C:maj(9)","C:min",2,1
"C:maj(9)","D:7/b7",2,1
"C:maj(9)","D:sus4(b7,9)",2,1
"C:maj(9)","F:sus2",2,1
"C:maj(9)","G:min7/4",2,1
"C:maj/2","D:7",2,2
"C:maj/2","D:min7",2,1
"C:maj/2","D:sus4",2,1
"C:maj/3","D:7",2,1
"C:maj/3","D:maj",2,1
"C:maj/5","Ab:maj",2,1
"C:maj/5","C:maj",2,1
"C:maj/5","C:maj6",2,1
"C:maj/5","D:7",2,1
"C:maj/5","D:maj",2,2
"C:maj/5","D:min",2,1
"C:maj/5","G:maj/b7",2,1
"C:maj/6","A:min",2,1
"C:maj/6","D:min/5",2,1
"C:maj/7","C:maj",2,1
"C:maj/b7","A:min7",2,1
"C:maj13","B:min9",2,1
"C:maj13","D:maj",2,1
"C:maj13","G:maj",2,1
"C:maj6","B:min7/b3",2,1
"C:maj6","C:maj",2,2
"C:maj6","C:maj/5",2,1
"C:maj6(9)","G:maj",2,1
"C:maj7","B:aug",2,1
"C:maj7","D:maj(9)",2,1
"C:maj7","F#:dim",2,1
"C:maj7","F:maj7",2,1
"C:maj9","A:min9",2,1
"C:maj9(#11)","C:maj(9)",2,1
"C:min","A:7",2,1
"C:min","Bb:maj/3",2,1
"C:min","C#:min",2,1
"C:min","Cb:maj",2,1
"C:min","D:maj",2,1
"C:min","F:maj(9)/5",2,1
"C:min","G:1/1",2,1
"C:min","G:7/4",2,1
"C:min","G:sus4(b7)",2,1
"C:min(9)","F:min(9)",2,1
"C:min/5","F:maj",2,1
"C:min11","F:maj",2,1
"C:min6","D:7",2,1
"C:min7","A:maj",2,1
"C:min7","Ab:maj",2,2
"C:min7","Bb:7",2,1
"C:min7","Bb:7/3",2,1
"C:min7","Bb:maj(9)/3",2,1
"C:min7","C:7",2,1
"C:min7","Eb:sus4(b7,9)/5",2,1
"C:min7","G:maj",2,1
"C:min7/b3","A:min",2,1
"C:min9","Ab:7",2,1
"C:min9","F:min9",2,1
"C:sus2/5","Bb:sus4(b7)",2,1
"C:sus4","F:min7",2,1
"C:sus4(b7)","Bb:maj7",2,1
"C:sus4(b7,9,13)","C#:(b3,b7,11,9)",2,1
"C:sus4(b7,9,13)","D:maj7",2,1
"C:sus4/4","F:maj",2,1
"Cb:7","Bb:min",2,1
"Cb:maj","Ab:min",2,1
"Cb:maj","Eb:min7",2,1
"Cb:maj7","Cb:maj",2,1
"D#:dim","E:min7",2,1
"D#:min","B:maj",2,2
"D#:min","F#:maj",2,1
"D#:min","F#:min",2,1
"D#:min7","E:maj",2,1
"D:1/1","D:5",2,1
"D:11","D:maj/b7",2,1
"D:11","G:7",2,1
"D:11","G:maj7",2,1
"D:5","D:min(9)",2,1
"D:7","A:min7",2,2
"D:7","C:maj/2",2,2
"D:7","C:maj7",2,1
"D:7","C:min7",2,1
"D:7","D:7(#9)",2,1
"D:7","D:sus4(b7)/2",2,1
"D:7","Eb:maj7",2,1
"D:7","G:5",2,1
"D:7","G:9",2,1
"D:7","G:sus4(b7,9)",2,1
"D:7(#9)","D:7",2,1
"D:7(b9,#11)","G:13",2,1
"D:7/3","A:min",2,1
"D:7/3","Bb:maj",2,1
"D:7/3","E:min",2,1
"D:7/3","F:maj",2,1
"D:7/5","G:maj",2,1
"D:dim","Eb:maj",2,2
"D:dim","G:7",2,2
"D:hdim7/b3","D:7/3",2,1
"D:maj","A:5",2,1
"D:maj","C#:min7",2,1
"D:maj","C:maj6",2,2
"D:maj","C:min7",2,1
"D:maj","C:sus4(9)",2,1
"D:maj","D#:maj",2,1
"D:maj","D:7/3",2,1
"D:maj","D:sus2",2,1
"D:maj","E:sus4",2,1
"D:maj","G:min9",2,1
"D:maj(#9)","C:maj",2,1
"D:maj(9)","A:maj",2,1
"D:maj(9)","A:maj/3",2,1
"D:maj(9)","E:maj",2,1
"D:maj(9)","E:maj/b7",2,1
"D:maj(9)","E:min",2,1
"D:maj(9)","E:sus4",2,1
"D:maj(9)","Eb:maj",2,1
"D:maj(9)","F:dim",2,1
"D:maj(9)/3","E:min/b3",2,1
"D:maj/2","D:7/3",2,1
"D:maj/2","D:maj",2,2
"D:maj/2","F:maj/2",2,1
"D:maj/3","C:maj",2,1
"D:maj/3","D:min/b3",2,1
"D:maj/3","F#:min",2,1
"D:maj/5","A:min",2,1
"D:maj/5","C#:min7",2,1
"D:maj/5","D:1/1",2,1
"D:maj/5","D:min",2,1
"D:maj/b7","B:min7",2,1
"D:maj6","B:7/3",2,1
"D:maj6","C#:hdim7",2,1
"D:maj6","C#:min7",2,2
"D:maj6","D:maj/2",2,1
"D:maj7","A:7",2,1
"D:maj7","A:maj6/3",2,1
"D:maj7","B:hdim7",2,1
"D:maj7","G:9",2,1
"D:maj7","G:maj(9)",2,1
"D:maj7","G:maj7",2,1
"D:maj7/3","F:maj",2,1
"D:maj7/3","G:maj(9)",2,1
"D:maj7/5","G:maj",2,1
"D:min","Bb:5",2,1
"D:min","C#:dim7/b3",2,1
"D:min","D:5",2,1
"D:min","Db:min",2,1
"D:min","E:7",2,1
"D:min","G:7/5",2,1
"D:min(9)","D:min9",2,1
"D:min(b13)","D:min",2,1
"D:min(b13)","D:min6",2,1
"D:min/5","C:maj/6",2,1
"D:min/5","C:min/5",2,1
"D:min/5","E:min",2,1
"D:min/5","E:min/4",2,1
"D:min/b3","A:maj/5",2,1
"D:min/b3","D:min",2,1
"D:min/b7","B:dim(b13)",2,1
"D:min6","D:min(b13)",2,1
"D:min6/5","D:maj",2,1
"D:min7","A:7",2,1
"D:min7","A:7(b9)",2,1
"D:min7","C:7",2,1
"D:min7","C:min",2,1
"D:min7","C:min7",2,1
"D:min7","D:sus2(b7)",2,1
"D:min7","Db:min7",2,1
"D:min7","E:sus4",2,1
"D:min7","E:sus4(b7)",2,1
"D:min7","F:min6",2,1
"D:min7","G:maj/3",2,1
"D:min7","G:min7/5",2,2
"D:min7","G:sus4(b7,9,13)",2,1
"D:min7/4","G:maj",2,1
"D:sus2(b7)","A:min",2,1
"D:sus2(b7)","D:maj",2,1
"D:sus4","D:maj(9)",2,1
"D:sus4","D:maj/2",2,1
"D:sus4(b7)","C:maj",2,1
"D:sus4(b7)/2","D:hdim7/b3",2,1
"D:sus4(b7,9)","D:7/b7",2,1
"D:sus4(b7,9)","D:min",2,1
"D:sus4(b7,9)","Eb:9",2,1
"D:sus4(b7,9)","G:maj(9)",2,1
"Db:1/1","Bb:1/1",2,1
"Db:7","Ab:maj(9)",2,1
"Db:7","Ab:min7",2,1
"Db:7","B:maj",2,1
"Db:7","C:7(11)",2,1
"Db:7","F#:min7",2,1
"Db:7/5","Gb:maj",2,1
"Db:dim","C:min7",2,1
"Db:maj","A:7",2,2
"Db:maj","Ab:7(b9,b13)",2,1
"Db:maj","Ab:maj/4",2,1
"Db:maj","Ab:sus4(b7,9)",2,1
"Db:maj","Bb:7/3",2,1
"Db:maj","Bb:9/3",2,1
"Db:maj","D:dim",2,1
"Db:maj","Db:maj(9)",2,1
"Db:maj","Eb:min9",2,1
"Db:maj","G:min7",2,1
"Db:maj(9)","Ab:maj",2,2
"Db:maj/2","Ab:min7",2,1
"Db:maj/2","Gb:maj",2,1
"Db:maj/3","Bb:7",2,1
"Db:maj/3","Bb:maj",2,1
"Db:maj/3","Db:maj/2",2,1
"Db:maj/3","Eb:min7",2,1
"Db:maj/3","Eb:min7(11)",2,1
"Db:maj/4","Gb:maj",2,1
"Db:maj/4","Gb:maj6(9)",2,1
"Db:maj/5","Bb:min",2,1
"Db:maj/5","Db:maj",2,1
"Db:maj6","Bb:7(#9)",2,1
"Db:maj6","Db:7",2,1
"Db:maj6(9)","Ab:7",2,1
"Db:maj7","Bb:min7",2,1
"Db:maj7","C:min7",2,1
"Db:maj7","Gb:maj7",2,1
"Db:maj9","F:maj/5",2,1
"Db:min","Db:sus4",2,1
"Db:min","G:maj",2,1
"Db:min7","B:maj",2,1
"Db:min7","C:min7",2,1
"Db:minmaj7/5","Ab:maj",2,1
"Db:sus4(9)","Db:maj(9)",2,1
"E:1/1","D:maj/3",2,1
"E:1/1","D:min",2,1
"E:1/1","E:maj(11)",2,1
"E:1/1","E:min9",2,1
"E:5","B:min",2,2
"E:5(b7)","D:1/1",2,1
"E:7","A:maj9",2,1
"E:7","C:7",2,1
"E:7","G:9",2,1
"E:7","G:maj7",2,1
"E:7(b9)","C:maj9",2,1
"E:7/3","A:maj7",2,1
"E:9","A:9",2,1
"E:9","B:maj",2,1
"E:9","E:7",2,1
"E:9","F#:maj",2,1
"E:aug","A:min",2,1
"E:dim","F:min7",2,1
"E:hdim7/b3","A:7(b9)",2,1
"E:hdim7/b7","A:min7",2,1
"E:maj","A:sus4(b7,9,13)",2,1
"E:maj","B:1/1",2,1
"E:maj","B:maj/3",2,1
"E:maj","D:maj(9)",2,1
"E:maj","E:maj6(9)",2,1
"E:maj","E:maj7",2,1
"E:maj","F#:maj(9)",2,1
"E:maj","F:maj(#11)",2,1
"E:maj","G:sus4(b7,9,13)",2,1
"E:maj(9)/3","B:maj",2,1
"E:maj/2","B:maj/5",2,1
"E:maj/3","Ab:min9",2,1
"E:maj/3","B:maj",2,1
"E:maj/3","B:maj/5",2,1
"E:maj/3","B:sus4",2,1
"E:maj/3","E:7/3",2,1
"E:maj/3","Eb:min/b7",2,1
"E:maj/4","C:maj",2,1
"E:maj/7","C#:min",2,2
"E:maj/b7","G:maj/5",2,1
"E:maj6","E:maj",2,1
"E:maj7","A:maj",2,1
"E:maj7","E:maj6",2,1
"E:maj7","F#:7",2,2
"E:maj7","G#:min",2,1
"E:maj7","G#:sus4(b7)",2,1
"E:min","B:1/1",2,1
"E:min","B:min/5",2,1
"E:min","Bb:maj",2,1
"E:min","C:1/1",2,1
"E:min","C:maj6",2,1
"E:min","C:min",2,1
"E:min","C:min7/b3",2,1
"E:min","D:maj/3",2,1
"E:min","D:min/b3",2,1
"E:min","D:sus4(b7)",2,1
"E:min","E:min/2",2,1
"E:min","Eb:aug",2,1
"E:min","G:min7",2,1
"E:min/2","E:min9/b3",2,1
"E:min/4","F:maj/3",2,1
"E:min/b3","B:min",2,1
"E:min/b3","B:min/b3",2,1
"E:min/b7","D:1/1",2,1
"E:min7","A:maj6",2,1
"E:min7","A:sus4(b7,9)",2,2
"E:min7","A:sus4(b7,9,13)",2,1
"E:min7","D:maj(9)/3",2,1
"E:min7","D:maj7/5",2,1
"E:min7","E:min9/2",2,1
"E:min7","F#:maj",2,2
"E:min7","Gb:maj",2,1
"E:min7/5","Ab:sus4(b7)",2,1
"E:min7/5","Db:hdim7",2,1
"E:min7/5","F#:min/b3",2,1
"E:min7/b3","F#:dim",2,1
"E:min9","A:9",2,1
"E:min9","D:maj/3",2,1
"E:min9/2","A:maj/2",2,1
"E:min9/b3","E:min9/4",2,1
"E:sus2(b7)","D:maj",2,1
"E:sus4(9)","A:maj",2,1
"E:sus4(9)","B:maj7(b7)/3",2,1
"E:sus4(b7)","A:maj9(#11)",2,1
"E:sus4(b7,9)","A:1/1",2,1
"E:sus4(b7,9)","D:maj7",2,1
"E:sus4(b7,9)","E:9",2,1
"Eb:1/1","C:min",2,1
"Eb:11","Eb:maj",2,1
"Eb:13","Ab:13",2,1
"Eb:5","D:5",2,1
"Eb:7","Ab:maj9",2,1
"Eb:7","B:maj",2,1
"Eb:7","D:min7",2,1
"Eb:7","Db:maj",2,2
"Eb:7","Eb:min7",2,2
"Eb:7","F:sus4(b7)",2,1
"Eb:7(b9)/3","Ab:sus4(b7)",2,1
"Eb:7/5","F:maj",2,1
"Eb:9","Ab:7",2,1
"Eb:9","C:sus2/2",2,1
"Eb:9","F:maj7",2,1
"Eb:aug","D:maj",2,1
"Eb:dim","F:maj7",2,1
"Eb:maj","Ab:min7",2,1
"Eb:maj","Bb:min7",2,1
"Eb:maj","C:sus2",2,1
"Eb:maj","D:maj(9)",2,1
"Eb:maj","Eb:maj9",2,1
"Eb:maj","F:5",2,1
"Eb:maj","Gb:5",2,1
"Eb:maj(9)","D:min7",2,1
"Eb:maj/3","Ab:maj",2,2
"Eb:maj/3","F:sus4(b7)",2,1
"Eb:maj/5","Ab:maj",2,1
"Eb:maj/5","Bb:7",2,2
"Eb:maj/5","C:maj",2,1
"Eb:maj/b7","Ab:maj",2,2
"Eb:maj6","Eb:maj7",2,1
"Eb:maj6","F:min7",2,1
"Eb:maj6(9)","Bb:maj",2,1
"Eb:maj6(9)","F:sus4(9)",2,1
"Eb:maj7","Bb:aug(b7)",2,1
"Eb:maj7","D:min",2,1
"Eb:maj7","F:min7",2,2
"Eb:maj7","G:11",2,1
"Eb:maj7","G:min9",2,1
"Eb:maj7","Gb:dim",2,1
"Eb:maj9","Eb:min11",2,1
"Eb:maj9","F:min7",2,1
"Eb:min","Db:7",2,1
"Eb:min","G:maj",2,1
"Eb:min11","Ab:maj",2,1
"Eb:min11","F:hdim7",2,1
"Eb:min7","Ab:sus4(b7)",2,1
"Eb:min7","B:9",2,1
"Eb:min7","F:7",2,2
"Eb:min7","F:min11",2,1
"Eb:min7(11)","Ab:maj",2,1
"Eb:min7(b13)","C:min",2,1
"Eb:min9","Ab:11",2,1
"Eb:min9","Ab:sus4(b7,9)",2,1
"Eb:sus4","Gb:maj9(#11)",2,1
"Eb:sus4(b7)","Eb:7",2,1
"Eb:sus4(b7,9)","Eb:7",2,1
"Eb:sus4(b7,9)/5","Ab:maj",2,1
"Eb:sus4(b7,9,#11)","Eb:maj(#11)",2,1
"F#:5","B:min",2,1
"F#:5","E:maj/2",2,1
"F#:5","G:5",2,1
"F#:7","C#:min/b7",2,1
"F#:dim","C:maj",2,1
"F#:dim","D:min7/4",2,1
"F#:dim","G:maj",2,2
"F#:maj","A:sus4(b7,9,13)",2,1
"F#:maj","B:min9",2,1
"F#:maj","D:dim",2,1
"F#:maj","F#:1/1",2,2
"F#:maj","G#:min7",2,2
"F#:maj(9)","G#:min",2,1
"F#:maj/2","E:maj",2,1
"F#:maj/3","E:maj/3",2,1
"F#:min","D#:dim",2,1
"F#:min","D:maj7",2,1
"F#:min","E:sus4",2,1
"F#:min/b7","D:maj",2,1
"F#:min/b7","D:maj6",2,1
"F#:min/b7","G:maj7/5",2,1
"F#:min7","B:min(11)",2,1
"F#:min7","E:sus4(b7,9)",2,1
"F#:min7","G:maj6",2,1
"F#:sus4","E:sus2",2,1
"F#:sus4","F#:7",2,2
"F#:sus4(b7)","B:min",2,1
"F:(3)","A:5",2,1
"F:1/1","Bb:maj",2,2
"F:1/1","Db:1/1",2,1
"F:1/1","E:1/1",2,2
"F:1/1","E:maj",2,1
"F:1/1","F#:1/1",2,1
"F:1/1","F:maj(9)",2,2
"F:5","E:maj",2,1
"F:5","F#:5",2,1
"F:5","F:maj",2,1
"F:5","G:7",2,1
"F:7","Bb:7(#9)",2,1
"F:7","Bb:maj/3",2,2
"F:7","Bb:maj6",2,1
"F:7","Bb:maj9",2,1
"F:7","Eb:maj7",2,1
"F:7","F:maj6",2,1
"F:7","G:min6",2,1
"F:7","G:min7",2,1
"F:7","Gb:maj",2,1
"F:7(b9)","Eb:min11",2,1
"F:7/3","Bb:maj",2,2
"F:7/5","F:7",2,1
"F:9","Eb:maj/5",2,1
"F:aug","Bb:maj",2,1
"F:aug(9)","F:maj(9)",2,1
"F:hdim7","Bb:7",2,1
"F:hdim7","Bb:sus4(b7)",2,1
"F:maj","A:maj",2,1
"F:maj","Ab:maj/2",2,1
"F:maj","B:maj",2,1
"F:maj","Bb:maj6",2,1
"F:maj","C:min6",2,1
"F:maj","Eb:maj7",2,1
"F:maj","F#:maj",2,1
"F:maj","F:7/b7",2,2
"F:maj","F:maj/6",2,1
"F:maj","F:min/4",2,1
"F:maj","G:maj6",2,1
"F:maj(#11)","E:sus4(9)",2,1
"F:maj(9)","Eb:maj",2,1
"F:maj(9)","F:aug(9)",2,1
"F:maj(9)/5","F:maj6/5",2,1
"F:maj/2","F:maj/5",2,1
"F:maj/2","G:7",2,2
"F:maj/3","C:7",2,1
"F:maj/3","C:min7",2,1
"F:maj/3","G:maj/2",2,1
"F:maj/5","F:maj(9)",2,1
"F:maj/5","F:min/5",2,1
"F:maj/5","G:maj(11)/4",2,1
"F:maj/5","G:maj/3",2,1
"F:maj/5","G:min7",2,1
"F:maj/5","G:sus4(b7)",2,1
"F:maj/6","C:maj/3",2,1
"F:maj6","E:7/b3",2,1
"F:maj6","F:7",2,1
"F:maj6","F:9",2,1
"F:maj6(9)","D:1/1",2,1
"F:maj6(9)/3","Bb:maj6(9)",2,1
"F:maj6/5","F:maj/5",2,1
"F:maj7","A:min7",2,1
"F:maj7","Bb:maj6/5",2,1
"F:maj7","C:maj9/3",2,1
"F:maj7","E:hdim7/b3",2,1
"F:maj7","G:maj/b7",2,1
"F:maj7/3","C:min7",2,1
"F:maj7/4","F:maj",2,1
"F:min","Ab:sus4",2,1
"F:min","Bb:7",2,2
"F:min","C:sus4",2,1
"F:min","E:min",2,1
"F:min","Eb:maj7",2,1
"F:min","F:minmaj7",2,1
"F:min","G:min7",2,1
"F:min","G:min7/5",2,1
"F:min","G:sus4(b7)",2,1
"F:min(b13)","F:min",2,1
"F:min/4","G:min/b3",2,1
"F:min/5","C:maj7",2,1
"F:min/b3","C:7/5",2,1
"F:min11","Bb:min9",2,1
"F:min6","D:hdim7",2,1
"F:min6/b3","E:min7/b3",2,1
"F:min7","B:7",2,2
"F:min7","Bb:7(b9)",2,2
"F:min7","Bb:maj",2,2
"F:min7","Bb:sus4(b7)",2,2
"F:min7","Bb:sus4(b7,9)",2,1
"F:min7","Eb:7",2,1
"F:min7","Eb:sus4(b7)",2,1
"F:min7","F:7(#9)",2,1
"F:min7","F:min6",2,1
"F:min7","G:sus4(b7)",2,1
"F:min7/2","Db:maj",2,1
"F:min7/5","Ab:maj",2,1
"F:min9","F:maj/2",2,1
"F:min9/4","Ab:maj7",2,1
"F:minmaj7","F:min7",2,1
"F:sus2","Bb:maj",2,1
"F:sus2","F:maj",2,1
"F:sus2","F:min",2,1
"F:sus4","F:sus2",2,1
"F:sus4","G:maj",2,1
"F:sus4","G:min",2,1
"F:sus4(9)","F:maj(9)",2,1
"F:sus4(b7)","Bb:maj6",2,1
"F:sus4(b7)","F:maj",2,2
"F:sus4(b7,9)","Bb:maj7",2,1
"F:sus4(b7,9)","Gb:maj",2,1
"Fb:5(b7)","Gb:maj",2,1
"Fb:maj7","Ab:11",2,1
"G#:7","C#:7",2,1
"G#:7(#9)","C#:min9",2,1
"G#:hdim7","A:7",2,1
"G#:min7","C#:sus4(b7)",2,1
"G#:min7","D#:min7",2,1
"G#:min7","F#:maj",2,1
"G#:sus4(b7)","G#:7",2,1
"G:1/1","A:maj",2,1
"G:11","G:min7",2,1
"G:13","C:maj",2,1
"G:13","G:7(b13)",2,1
"G:5","Ab:maj",2,2
"G:5","C:maj",2,1
"G:5","G:maj",2,2
"G:7","Bb:min6",2,1
"G:7","C:5",2,1
"G:7","C:min9",2,1
"G:7","C:sus4(b7)",2,1
"G:7","D:7/5",2,1
"G:7","D:maj",2,1
"G:7","Eb:sus4",2,1
"G:7","F#:7",2,1
"G:7","F#:min7",2,1
"G:7","F:min/5",2,1
"G:7","G:9",2,1
"G:7","Gb:7",2,1
"G:7(#9)","C:min",2,1
"G:7(b13)","G:9",2,1
"G:7(b9)","C:maj",2,1
"G:7/4","F:min7/5",2,1
"G:7/5","D:min",2,1
"G:9","Bb:9",2,1
"G:9","C:1/1",2,1
"G:9","D:maj7",2,1
"G:9/3","Bb:maj7",2,1
"G:aug","C:maj",2,1
"G:dim","F#:min7",2,2
"G:maj","A:1/1",2,1
"G:maj","A:min7(11)",2,1
"G:maj","B:min(9)",2,1
"G:maj","C:min7",2,2
"G:maj","C:sus4",2,1
"G:maj","D:7/3",2,1
"G:maj","D:maj(9)",2,1
"G:maj","E:maj/5",2,1
"G:maj","F:maj/3",2,1
"G:maj","G#:dim",2,2
"G:maj","G#:hdim7",2,1
"G:maj","G#:maj",2,1
"G:maj","G:maj/2",2,1
"G:maj(11)/4","F:maj/5",2,1
"G:maj(9)","A:maj/4",2,1
"G:maj(9)","B:min",2,1
"G:maj(9)","D:maj(9)",2,1
"G:maj/2","D:maj7",2,1
"G:maj/2","E:min",2,1
"G:maj/3","Bb:maj6",2,1
"G:maj/3","D:maj",2,1
"G:maj/3","E:maj/5",2,1
"G:maj/3","E:min7/5",2,1
"G:maj/4","C:maj/3",2,1
"G:maj/4","F:maj",2,2
"G:maj/5","A:maj/4",2,1
"G:maj/5","D:maj(9)",2,1
"G:maj/7","C:maj",2,1
"G:maj6","A:maj(9)",2,1
"G:maj6","D:sus4(b7)",2,1
"G:maj6(9)","E:min7",2,1
"G:maj6/3","D:maj",2,1
"G:maj7","A:11",2,1
"G:maj7","D:maj7",2,1
"G:maj7","F#:min",2,1
"G:maj7","F#:sus4(b7,9)",2,1
"G:maj7","G:min9",2,1
"G:min","B:maj",2,1
"G:min","Bb:sus4(b7)",2,1
"G:min","C:sus4",2,1
"G:min","F:sus4",2,1
"G:min","G:min6",2,1
"G:min","G:sus4(b7,9)",2,1
"G:min/5","A:maj",2,1
"G:min/b3","Bb:9",2,1
"G:min/b3","D:maj/5",2,1
"G:min6","Bb:maj",2,1
"G:min6","F:7",2,1
"G:min7","A:maj",2,1
"G:min7","A:min",2,1
"G:min7","A:sus4",2,1
"G:min7","Ab:maj7",2,1
"G:min7","Bb:sus4",2,1
"G:min7","C:sus4(9)",2,1
"G:min7","D:maj",2,1
"G:min7","Eb:maj7",2,1
"G:min7","Eb:sus4(b7,9,#11)",2,1
"G:min7","F:maj/5",2,1
"G:min7","F:maj7",2,1
"G:min7","F:maj9",2,2
"G:min7","F:min",2,1
"G:min7/4","Bb:maj7",2,1
"G:min7/4","F:maj9",2,1
"G:min9","A:min",2,1
"G:min9","B:9",2,1
"G:min9","C:maj",2,1
"G:sus2","G:maj",2,1
"G:sus4(b7)","Bb:maj/2",2,1
"G:sus4(b7)","G:7/3",2,1
"G:sus4(b7)/4","Eb:maj",2,1
"G:sus4(b7,9)","D:min",2,1
"G:sus4(b7,9)","G:9",2,1
"Gb:(b7)","Db:min",2,1
"Gb:1/1","Ab:maj",2,1
"Gb:7","Bb:min7",2,1
"Gb:7","Eb:7",2,2
"Gb:7","Eb:maj",2,1
"Gb:7","Gb:maj6",2,1
"Gb:dim","F:min7",2,1
"Gb:maj","Ab:sus4(b7)",2,1
"Gb:maj","Bb:min7",2,1
"Gb:maj","Db:7",2,1
"Gb:maj","Eb:7(b9)/3",2,1
"Gb:maj","Fb:5(b7)",2,1
"Gb:maj","Gb:min",2,1
"Gb:maj","Gb:sus2",2,1
"Gb:maj(9)","Db:maj/3",2,1
"Gb:maj/2","Db:sus4(9)",2,1
"Gb:maj/2","F:min7",2,1
"Gb:maj/3","Gb:sus2",2,1
"Gb:maj/5","Gb:maj9",2,1
"Gb:maj6","Ab:7",2,1
"Gb:maj6","Bb:min",2,1
"Gb:maj6","Db:maj",2,1
"Gb:maj6","Gb:7",2,1
"Gb:maj6(9)","Ab:maj",2,1
"Gb:maj6(9)","Db:maj/4",2,1
"Gb:maj7","Db:maj/3",2,1
"Gb:maj7","Db:maj7",2,1
"Gb:maj7","Eb:min9",2,1
"Gb:maj7","Eb:sus4(b7,9)",2,1
"Gb:maj7","F:7",2,2
"Gb:maj9","Ab:min7",2,1
"Gb:maj9(#11)","Ab:sus4(b7,9)",2,1
"Gb:min7","Fb:maj7",2,1
"A#:1/1","B:maj",1,1
"A#:dim","B:maj",1,1
"A:(#5)","D:maj",1,1
"A:(b5,b7,3)","E:maj",1,1
"A:1/1","A:maj/3",1,1
"A:1/1","A:min7",1,1
"A:1/1","Bb:maj7",1,1
"A:1/1","D:maj",1,1
"A:1/1","D:maj9",1,1
"A:11","A:1/1",1,1
"A:11","A:7",1,1
"A:11","B:11",1,1
"A:11","G:maj",1,1
"A:5","A:(b7)/b7",1,1
"A:5","A:min7",1,1
"A:5","C:7",1,1
"A:5","D:min7",1,1
"A:5","E:(3)/3",1,1
"A:5","F#:5",1,1
"A:5","F:5",1,1
"A:5","F:maj(9)",1,1
"A:5","F:sus4(b7,9)",1,1
"A:5(b7)/3","Bb:maj6(9)",1,1
"A:5/4","G:maj",1,1
"A:7","A:7/b7",1,1
"A:7","A:min",1,1
"A:7","C#:dim",1,1
"A:7","C:sus2/5",1,1
"A:7","D:7(b9)",1,1
"A:7","D:9",1,1
"A:7","D:sus4",1,1
"A:7","Eb:min7",1,1
"A:7","F#:min",1,1
"A:7","F#:min7",1,1
"A:7","F:7",1,1
"A:7","F:min7",1,1
"A:7(#9)","D:maj/5",1,1
"A:7(#9)","D:min",1,1
"A:7/2","A:7",1,1
"A:7/3","A:7/2",1,1
"A:7/5","D:maj/b3",1,1
"A:7/6","A:7/5",1,1
"A:7/b7","A:7/6",1,1
"A:9","C#:dim",1,1
"A:9","D:maj9",1,1
"A:9","E:maj",1,1
"A:9","E:min9",1,1
"A:9(13)","Ab:min9",1,1
"A:9/5","D:maj",1,1
"A:dim","Ab:dim",1,1
"A:dim","Bb:7",1,1
"A:dim","Bb:maj",1,1
"A:dim","Bb:sus4",1,1
"A:dim","Eb:maj7/5",1,1
"A:dim/b3","G:maj",1,1
"A:dim7","Eb:7/5",1,1
"A:hdim7","Bb:sus4(b7)",1,1
"A:hdim7/b5","D:min7",1,1
"A:maj","A:1/1",1,1
"A:maj","A:dim",1,1
"A:maj","A:min6",1,1
"A:maj","A:sus4(9)",1,1
"A:maj","Ab:(b7)",1,1
"A:maj","B:5(b7)",1,1
"A:maj","B:maj/5",1,1
"A:maj","B:maj/b7",1,1
"A:maj","B:sus4(b7)/4",1,1
"A:maj","Bb:1/1",1,1
"A:maj","C#:5",1,1
"A:maj","C#:min/5",1,1
"A:maj","C#:sus4(b7,9)",1,1
"A:maj","C:maj/5",1,1
"A:maj","C:min",1,1
"A:maj","D:1/1",1,1
"A:maj","D:maj/4",1,1
"A:maj","D:maj9",1,1
"A:maj","D:min6/5",1,1
"A:maj","D:sus4(b7)",1,1
"A:maj","Db:1/1",1,1
"A:maj","E:5",1,1
"A:maj","E:maj(11)",1,1
"A:maj","E:min/b7",1,1
"A:maj","E:sus4(b7)",1,1
"A:maj","E:sus4(b7,9)",1,1
"A:maj","F#:sus4",1,1
"A:maj","F:7",1,1
"A:maj","G:5",1,1
"A:maj","G:7",1,1
"A:maj","G:maj(9)/5",1,1
"A:maj(#9)","B:min",1,1
"A:maj(#9)","D:maj(#9)",1,1
"A:maj(11)/b7","F:maj(9)",1,1
"A:maj(9)","B:1/1",1,1
"A:maj(9)","D:sus4",1,1
"A:maj(9)/3","C:maj",1,1
"A:maj(9)/5","A:maj/5",1,1
"A:maj/2","D:maj7",1,1
"A:maj/2","D:maj9",1,1
"A:maj/2","E:maj7/5",1,1
"A:maj/2","F#:min",1,1
"A:maj/2","G:maj",1,1
"A:maj/3","A:7",1,1
"A:maj/3","A:maj",1,1
"A:maj/3","A:maj/b7",1,1
"A:maj/3","B:min7",1,1
"A:maj/3","C:7",1,1
"A:maj/3","D:maj/6",1,1
"A:maj/4","E:min/b7",1,1
"A:maj/5","A:7",1,1
"A:maj/5","A:7(#9)",1,1
"A:maj/5","E:maj/5",1,1
"A:maj/5","G:maj",1,1
"A:maj/6","D:maj/2",1,1
